pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
8365	A boy is jumping off the side of a water fountain made of stone in front of a building	A boy in a striped shirt is jumping in front of a water fountain	3.9	NEUTRAL
8369	A boy is jumping off the side of a stone water fountain in front of a building	A boy in a striped shirt is jumping in front of a water fountain	3.9	NEUTRAL
8370	Two dogs are leaping through snowy grass and rocks	Two dogs are jumping through snowy grass and rocks	4.8	ENTAILMENT
8371	Two dogs are leaping through snowy grass and rocks	There is no dog leaping through snowy grass and rocks	3.1	CONTRADICTION
8372	Two large dogs, a light colored one and a dark one, are quickly moving through snowy terrain	Two large dogs, a light colored one and a dark one, are running through snowy terrain	4.7	ENTAILMENT
8373	Two large dogs, a light colored one and a dark one, are sleeping on a snowy terrain	Two large dogs, a light colored one and a dark one, are running through snowy terrain	3.9	NEUTRAL
8378	Two large dogs, a light colored one and a dark one, are running through snowy terrain	Two dogs are leaping through snowy grass and rocks	4.3	NEUTRAL
8380	A girl in blue is sliding down a green slide	A boy in blue are sliding down a green slide	3.4	NEUTRAL
8382	The young girl in blue is having fun on a swing	The young girl in blue is having fun on a slide	3.8	NEUTRAL
8385	The young girl in blue is having fun on a slide	A girl in blue is sliding down a slide	4.2	NEUTRAL
8386	A boy in blue are sliding down a green slide	The young girl in blue is having fun on a slide	3.1	NEUTRAL
8387	A girl in blue is sliding down a green slide	The young girl in blue is having fun on a slide	4.3	NEUTRAL
8390	A man is looking into the distance and people is walking between buildings behind	A person is looking into the distance and people is walking between buildings behind	4.4	ENTAILMENT
8391	A woman is looking into the distance and people are walking between buildings behind	A man is looking into the distance and people is walking between buildings behind	3.5	NEUTRAL
8392	A person is looking into the distance and people is walking between buildings behind	A black man is walking next to a building in a big city	2.3	NEUTRAL
8393	A black man is walking next to a building in a big city	A woman is looking into the distance and people are walking between buildings behind	1.7	NEUTRAL
8394	A man is looking into the distance and people is walking between buildings behind	A black man is walking next to a shop in a big city	2.3	NEUTRAL
8395	A white man is walking next to a building in a big city	A man is looking into the distance and people is walking between buildings behind	2.4	NEUTRAL
8397	A bald man in a band is playing guitar in the spotlight	A bald man in a band is playing an instrument in the spotlight	4.6	ENTAILMENT
8399	A man is playing guitar next to a drummer	A guitar is being played by a man next to a drummer	4.9	ENTAILMENT
8401	A bald man in a band is playing guitar in the spotlight	A guitar is being played by a man next to a drummer	4	NEUTRAL
8402	A bald man in a band is playing guitar in the spotlight	There is no man playing guitar next to a drummer	2.9	NEUTRAL
8403	A bald man in a band is playing an instrument in the spotlight	A man is playing guitar next to a drummer	3.4	NEUTRAL
8405	A bald man in a band is playing guitar in the spotlight	A man is playing guitar next to a drummer	3.4	NEUTRAL
8408	A black dog is jumping from a dock into the water	A black animal is jumping from a dock into the water	4.3	ENTAILMENT
8410	A black dog is jumping off a dock into a pond	A black animal is jumping from a dock into the water	4.2	ENTAILMENT
8411	A black dog is jumping off a dock into a pond	A white dog is jumping from a dock into the water	3.8	NEUTRAL
8413	A black dog is jumping on a dock into a pond	A black dog is jumping from a dock into the water	4.4	ENTAILMENT
8414	A black dog is jumping off a dock into a pond	A black dog is jumping from a dock into the water	4.6	ENTAILMENT
8415	A bride in a white dress is running	A girl in a white dress is running	4.4	ENTAILMENT
8416	A girl in a white dress is running	A girl in a white dress is standing	3.5	NEUTRAL
8418	A little girl is smiling and running outside	A little girl is smiling and running inside	4.3	CONTRADICTION
8420	A girl in a white dress is running	A little girl is smiling and running inside	3	NEUTRAL
8422	A girl in a white dress is standing	A little girl is smiling and running outside	2.1	NEUTRAL
8423	A little girl is smiling and running outside	A girl in a white dress is running	3.7	NEUTRAL
8427	There is no man skiing down a snowy hill	A man is skiing down a snowy hill	3.1	CONTRADICTION
8428	A man is skiing down a snowy mountain	A skier in black is catching a tiny bit of air	3.4	NEUTRAL
8429	There is no man skiing down a snowy hill	A skier in black is catching a tiny bit of air	2.8	NEUTRAL
8432	A skier in black is catching a tiny bit of air	A man is skiing down a snowy hill	3.5	NEUTRAL
8433	A boy is playing slip and slide in the grass	A child is playing slip and slide in the grass	4.6	ENTAILMENT
8436	A child is splashing in a pool for children and no other children are playing in the background	A child is splashing in a pool for children and other children are playing in the background	2.6	CONTRADICTION
8438	A child is playing slip and slide in the grass	A child is splashing in a pool for children and no other children are playing in the background	2.615	NEUTRAL
8439	A boy is playing slip and slide in the grass	A child is splashing in a pool for children and other children are playing in the background	2.8	NEUTRAL
8440	A child is splashing in a pool for children and other children are playing in the background	A child is not playing slip and slide in the grass	2.9	NEUTRAL
8442	Two men are standing together and one is looking in the distance	Two men are standing together and one is looking through binoculars	4.1	NEUTRAL
8443	Two women are standing together and one is looking through binoculars	Two men are standing together and one is looking through binoculars	3.7	NEUTRAL
8445	Two men are looking out and one is holding binoculars	Two men are looking out and one is holding a spyglass	4	NEUTRAL
8447	Two men are standing together and one is looking through binoculars	Two men are looking out and one is holding a spyglass	3.3	NEUTRAL
8448	Two men are looking out and one is holding binoculars	Two men are standing together and one is looking in the distance	3.7	NEUTRAL
8450	Two men are standing together and one is looking through binoculars	Two men are looking out and one is holding binoculars	4.4	NEUTRAL
8454	A man on a motorcycle is going around a corner	A woman on a motorcycle is going around a corner	3.6	NEUTRAL
8463	An old man in a white shirt and gold and black hat is sitting with crossed legs	A young man in a white shirt and gold and black hat is sitting with crossed legs	3.5	NEUTRAL
8464	A young person in a white shirt and gold and black hat is sitting with crossed legs	A man with a backwards hat is sitting on the ground	2.8	NEUTRAL
8465	A man with a backwards hat is sitting on the ground	An old man in a white shirt and gold and black hat is sitting with crossed legs	2.4	NEUTRAL
8466	A person with a backwards hat is sitting on the ground	A young man in a white shirt and gold and black hat is sitting with crossed legs	3.1	NEUTRAL
8467	A young man in a white shirt and gold and black hat is sitting with crossed legs	A man with no hat is sitting on the ground	1.915	NEUTRAL
8468	A young man in a white shirt and gold and black hat is sitting with crossed legs	A man with a backwards hat is sitting on the ground	2.6	NEUTRAL
8472	A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a man with grey hair	A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a woman with grey hair	4.085	NEUTRAL
8473	A young oriental girl is standing above the crowd and is playing with a pinwheel	A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of an old man with grey hair	2.6	NEUTRAL
8477	A young oriental girl is standing above the crowd and is playing with a pinwheel	A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a man with grey hair	2.2	NEUTRAL
8478	A young man on a bmx bicycle is jumping off a masonry pyramid	A young man on a bmx bicycle is jumping off a pyramid	4.5	ENTAILMENT
8480	A man on a bike is jumping on a pyramid-shaped ramp	A bicyclist is jumping on a pyramid-shaped ramp	4.4	ENTAILMENT
8485	A young man on a bmx bicycle is jumping on a masonry pyramid	A bicyclist is jumping on a pyramid-shaped ramp	4.3	ENTAILMENT
8487	A shirtless man is playing football on a lawn	A shirtless man is playing football on a field	4.1	NEUTRAL
8488	A shirtless man is playing football in a gym	A shirtless man is playing football on a lawn	3.7	NEUTRAL
8491	A shirtless man is playing football on a lawn	A football is being held by a man with no shirt	3.8	NEUTRAL
8495	A man with no shirt is holding a football	A shirtless man is playing football on a lawn	4	NEUTRAL
8496	The man is going into the lake	The man is going into the water	4.8	ENTAILMENT
8497	The man is going into the water	The man is not going into the water	3	CONTRADICTION
8498	The person is going into the sea	The person is going into the water	4.3	ENTAILMENT
8499	The person is going into the water	The person is not going into the water	4.3	CONTRADICTION
8503	The person is going into the water	The man is not going into the water	4.2	NEUTRAL
8508	Two women dressed in white and black are sitting on a bench	Two men dressed in white and black are sitting on a bench	3.6	NEUTRAL
8509	Two women dressed in white and black are relaxing on a bench	Two people are sitting on a park bench on a sunny day	3.6	NEUTRAL
8510	Two people are sitting on a park bench on a sunny day	Two men dressed in white and black are sitting on a bench	3.6	NEUTRAL
8513	Two women dressed in white and black are sitting on a bench	Two people are sitting on a park bench on a sunny day	3.635	NEUTRAL
8515	Five people are standing in the grass with no dogs	Five people are standing in the grass with three dogs	4.2	CONTRADICTION
8518	Five people are standing in the grass with three dogs	Five people are standing with three dogs in the park beside the road	3.9	NEUTRAL
8519	Five people are standing in the grass with three dogs	Five people are running with three dogs in the green field beside the road	3.8	CONTRADICTION
8522	Five people are standing with three dogs in the green field beside the road	Five people are standing in the grass with three dogs	4.3	ENTAILMENT
